;wine type;fixed acidity;volatile acidity;citric acid;residual sugar;magnesium;flavanoids;minerals;calcium;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
3807;Cabernet Sauvignon;6.7;0.21;0.34;1.4;98.61990030721299;997.36;422.489900307213;323.87;0.049;36.0;112.0;0.99091;3.02;0.5;11.0;6
3808;Cabernet Sauvignon;6.9;0.4;0.56;11.2;83.61584852263381;1071.82;266.0558485226338;182.44;0.043;40.0;142.0;0.9975;3.14;0.46;8.7;5
3809;Chardonnay;5.6;0.28;0.27;3.9;70.18632922277723;1073.36;367.77632922277724;297.59;0.043;52.0;158.0;0.99202;3.35;0.44;10.7;7
3810;Merlot;7.0;0.36;0.35;2.5;86.57889090213722;712.79;398.04889090213726;311.47;0.048;67.0;161.0;0.99146;3.05;0.56;11.1;6
3811;Chardonnay;7.6;0.32;0.35;1.6;99.1447274597461;989.65;310.0947274597461;210.95;0.092;24.0;138.0;0.99438;3.19;0.44;9.8;5
3812;Chardonnay;7.9;0.27;0.27;1.7;63.14410967797093;1127.73;112.15410967797092;49.01;0.034;25.0;122.0;0.99088;2.97;0.51;11.9;6
3813;Chardonnay;6.1;0.3;0.3;2.1;68.9431646014491;800.39;320.9531646014491;252.01;0.031;50.0;163.0;0.9895;3.39;0.43;12.7;7
3814;Chardonnay;7.8;0.25;0.37;1.0;78.95135148212181;959.04;283.8913514821218;204.94;0.043;10.0;80.0;0.99128;3.08;0.38;11.4;5
3815;Chardonnay;5.7;0.37;0.3;1.1;54.106946858224845;519.09;292.88694685822486;238.78;0.029;24.0;88.0;0.98883;3.18;0.39;11.7;6
3816;Merlot;6.3;0.41;0.18;3.5;41.98622579963099;973.01;279.416225799631;237.43;0.027;23.0;109.0;0.99018;3.34;0.54;12.8;8
3817;Pinot noir;6.8;0.32;0.21;2.2;48.81864395279357;805.58;156.71864395279357;107.9;0.044;15.0;68.0;0.9932;3.17;0.39;9.4;6
3818;Cabernet Sauvignon;7.0;0.15;0.3;13.3;28.995798916632864;805.95;385.92579891663286;356.93;0.049;46.0;120.0;0.99704;3.2;0.36;9.5;7
3819;Chardonnay;8.0;0.66;0.72;17.55;99.39704593813391;847.52;275.4870459381339;176.09;0.042;62.0;233.0;0.9999;2.92;0.68;9.4;4
3820;Cabernet Sauvignon;7.5;0.35;0.48;12.4;16.797477695946718;776.74;151.4974776959467;134.7;0.056;61.0;176.5;0.99803;2.97;0.52;8.8;5
3821;Chardonnay;6.6;0.24;0.28;6.7;5.343278995023493;880.5;114.16327899502349;108.82;0.032;26.0;91.0;0.99172;3.13;0.32;12.3;6
3822;Chardonnay;6.1;0.105;0.31;1.3;65.61288631533515;779.41;383.1328863153351;317.52;0.037;55.0;145.0;0.9912;3.41;0.41;11.1;7
3823;Cabernet Sauvignon;8.2;0.26;0.49;5.2;41.38297923473475;671.27;326.26297923473476;284.88;0.04;19.0;100.0;0.9941;3.12;0.34;10.1;6
3824;Cabernet Sauvignon;7.3;0.4;0.28;6.5;61.57488260540581;1177.29;490.9048826054058;429.33;0.037;26.0;97.0;0.99148;3.16;0.58;12.6;7
3825;Merlot;7.2;0.2;0.28;1.6;66.63305278124187;742.89;301.20305278124187;234.57;0.028;13.0;168.0;0.99203;3.17;1.06;11.5;6
3826;Pinot noir;6.9;0.25;0.24;3.6;91.10135512442832;1007.54;467.84135512442833;376.74;0.057;13.0;85.0;0.9942;2.99;0.48;9.5;4
3827;Pinot noir;6.4;0.29;0.3;6.5;3.284491692157432;1420.66;224.83449169215746;221.55;0.209;62.0;156.0;0.99478;3.1;0.4;9.4;5
3828;Cabernet Sauvignon;6.4;0.35;0.28;12.6;48.830418723362655;817.33;271.70041872336265;222.87;0.039;19.0;124.0;0.99539;3.2;0.43;10.6;6
3829;Merlot;6.4;0.24;0.32;0.95;93.92535648195803;744.62;315.575356481958;221.65;0.041;23.0;131.0;0.99033;3.25;0.35;11.8;5
3830;Merlot;6.4;0.22;0.49;7.5;58.05035511269999;813.11;138.5903551127;80.54;0.054;42.0;151.0;0.9948;3.27;0.52;10.1;6
3831;Pinot noir;7.2;0.23;0.32;8.5;48.67108700171936;829.83;320.5010870017193;271.83;0.058;47.0;186.0;0.9956;3.19;0.4;9.9;6
3832;Cabernet Sauvignon;6.8;0.21;0.31;2.9;73.31544147270758;1371.83;279.2954414727076;205.98;0.046;40.0;121.0;0.9913;3.07;0.65;10.9;7
3833;Cabernet Sauvignon;8.2;0.2;0.49;3.5;6.786047398745421;810.33;256.83604739874545;250.05;0.057;14.0;108.0;0.9928;3.19;0.35;11.5;6
3834;Chardonnay;7.9;0.16;0.3;7.4;85.30208717765083;1552.42;295.27208717765086;209.97;0.05;58.0;152.0;0.99612;3.12;0.37;9.5;6
3835;Merlot;6.7;0.41;0.24;5.4;17.155713374647995;787.53;300.73571337464796;283.58;0.035;33.0;115.0;0.9901;3.12;0.44;12.8933333333333;7
3836;Cabernet Sauvignon;6.1;0.24;0.32;9.0;17.541818993271118;694.8;298.14181899327116;280.6;0.031;41.0;134.0;0.99234;3.25;0.26;12.3;7
3837;Merlot;8.2;0.36;0.29;7.6;23.871799471264254;814.72;474.69179947126423;450.82;0.035;37.0;122.0;0.9939;3.16;0.34;12.0;5
3838;Cabernet Sauvignon;7.4;0.19;0.31;14.5;59.36003053446671;963.34;242.26003053446672;182.9;0.045;39.0;193.0;0.9986;3.1;0.5;9.2;6
3839;Merlot;6.0;0.35;0.51;1.2;77.20217573454829;937.34;414.1721757345483;336.97;0.029;10.0;102.0;0.9903;3.46;0.42;11.9;6
3840;Cabernet Sauvignon;8.1;0.34;0.28;7.5;69.08458625476909;1077.32;186.8445862547691;117.76;0.04;70.0;230.0;0.99558;3.14;0.55;9.8;6
3841;Pinot noir;7.3;0.19;0.27;1.6;41.44912123031397;444.94;291.83912123031394;250.39;0.027;35.0;136.0;0.99248;3.38;0.54;11.0;7
3842;Cabernet Sauvignon;7.1;0.26;0.34;14.4;33.84618909855542;1230.8;308.28618909855544;274.44;0.067;35.0;189.0;0.9986;3.07;0.53;9.1;7
3843;Pinot noir;7.6;0.2;0.68;12.9;71.3296139635434;1113.92;242.81961396354342;171.49;0.042;56.0;160.0;0.99841;3.05;0.41;8.7;5
3844;Cabernet Sauvignon;8.4;0.35;0.56;13.8;55.880975583108615;811.43;337.9109755831086;282.03;0.048;55.0;190.0;0.9993;3.07;0.58;9.4;6
3845;Merlot;6.2;0.27;0.32;6.3;41.84057554473463;1085.96;278.9905755447346;237.15;0.048;47.0;159.0;0.99282;3.21;0.6;11.0;6
3846;Pinot noir;4.9;0.335;0.14;1.3;6.146991949114044;824.19;283.8869919491141;277.74;0.036;69.0;168.0;0.99212;3.47;0.46;10.4666666666667;5
3847;Cabernet Sauvignon;6.0;0.555;0.26;4.5;67.89018996722828;867.05;298.52018996722825;230.63;0.053;17.0;126.0;0.9943;3.24;0.46;9.1;5
3848;Pinot noir;6.5;0.3;0.32;2.0;79.17657780099975;487.75;256.4165778009998;177.24;0.044;34.0;90.0;0.99185;3.37;0.68;11.0;7
3849;Cabernet Sauvignon;6.8;0.18;0.37;1.6;99.67440159256414;1155.55;383.66440159256416;283.99;0.055;47.0;154.0;0.9934;3.08;0.45;9.1;5
3850;Merlot;6.4;0.25;0.41;8.6;37.70952630539581;1021.23;268.6295263053958;230.92;0.042;57.0;173.0;0.9965;3.0;0.44;9.1;5
3851;Merlot;6.3;0.28;0.29;6.8;0.9507802977804958;1034.27;274.5407802977805;273.59;0.051;40.0;143.0;0.99374;3.43;0.59;11.0;6
3852;Cabernet Sauvignon;6.4;0.26;0.21;8.2;19.245302158238886;433.4;206.92530215823888;187.68;0.05;51.0;182.0;0.99542;3.23;0.48;9.5;5
3853;Cabernet Sauvignon;7.7;0.27;0.49;1.8;60.82007329201087;951.59;214.05007329201086;153.23;0.041;23.0;86.0;0.9914;3.16;0.42;12.5;6
3854;Merlot;7.1;0.13;0.4;1.2;1.7927923124178458;1056.86;216.86279231241784;215.07;0.047;54.0;134.0;0.9932;3.3;0.97;9.8;7
3855;Merlot;7.0;0.12;0.28;6.3;39.62471091411894;726.03;306.364710914119;266.74;0.057;17.0;103.0;0.9957;3.5;0.44;9.6;5
3856;Pinot noir;6.1;0.17;0.27;1.5;62.67103182075494;633.59;362.61103182075493;299.94;0.056;45.0;135.0;0.9924;3.2;0.43;10.2;6
3857;Pinot noir;4.7;0.785;0.0;3.4;2.4225363024105717;1184.8;190.1925363024106;187.77;0.036;23.0;134.0;0.98981;3.53;0.92;13.8;6
3858;Chardonnay;6.4;0.18;0.32;9.6;59.29008619416483;920.06;138.80008619416483;79.51;0.052;24.0;90.0;0.9963;3.35;0.49;9.4;6
3859;Cabernet Sauvignon;6.8;0.31;0.3;8.0;43.68470464898708;788.02;359.94470464898706;316.26;0.028;33.0;122.0;0.99164;3.13;0.63;12.6;7
3860;Merlot;6.5;0.13;0.37;1.0;71.32723243052138;910.12;318.67723243052137;247.35;0.036;48.0;114.0;0.9911;3.41;0.51;11.5;8
3861;Gamay;7.8;0.26;0.49;3.2;25.888285119294107;1301.54;347.0082851192941;321.12;0.027;28.0;87.0;0.9919;3.03;0.32;11.3;2
3862;Pinot noir;7.3;0.32;0.34;6.6;22.69179096491083;956.32;212.04179096491083;189.35;0.032;24.0;112.0;0.99505;3.22;0.46;9.8;6
3863;Merlot;6.6;0.28;0.3;7.8;67.73258721055427;564.31;344.34258721055426;276.61;0.049;57.0;202.0;0.9958;3.24;0.39;9.5;5
3864;Merlot;7.6;0.26;0.32;1.3;13.571022953087953;990.83;124.55102295308795;110.98;0.048;23.0;76.0;0.9903;2.96;0.46;12.0;6
3865;Chardonnay;6.4;0.5;0.2;2.4;4.772185117662464;480.42;176.3821851176625;171.61;0.059;19.0;112.0;0.99314;3.18;0.4;9.2;6
3866;Chardonnay;6.4;0.24;0.5;11.6;69.27507801823279;1172.99;322.1850780182328;252.91;0.047;60.0;211.0;0.9966;3.18;0.57;9.3;5
3867;Merlot;7.1;0.365;0.14;1.2;15.876737437176057;1022.35;186.38673743717604;170.51;0.055;24.0;84.0;0.9941;3.15;0.43;8.9;5
3868;Cabernet Sauvignon;6.4;0.24;0.22;1.5;25.81694073834615;693.78;352.69694073834614;326.88;0.038;38.0;157.0;0.9934;3.41;0.55;9.9;6
3869;Chardonnay;8.0;0.3;0.49;9.4;85.31743244535306;1011.92;322.94743244535306;237.63;0.046;47.0;188.0;0.9964;3.14;0.48;10.0;5
3870;Merlot;7.1;0.26;0.34;14.4;0.4258941509569958;692.01;147.915894150957;147.49;0.067;35.0;189.0;0.9986;3.07;0.53;9.1;7
3871;Pinot noir;6.6;0.29;0.39;6.75;39.853730937309074;961.99;285.07373093730905;245.22;0.031;22.0;98.0;0.9913;3.15;0.8;12.9;7
3872;Merlot;5.2;0.21;0.31;1.7;48.033709710534936;586.73;165.27370971053494;117.24;0.048;17.0;61.0;0.98953;3.24;0.37;12.0;7
3873;Cabernet Sauvignon;6.4;0.24;0.26;8.2;50.797022028355585;921.43;283.5770220283556;232.78;0.054;47.0;182.0;0.99538;3.12;0.5;9.5;5
3874;Pinot noir;6.8;0.26;0.33;1.5;64.35168157521687;539.47;414.36168157521683;350.01;0.047;44.0;167.0;0.9928;3.12;0.44;10.5;6
3875;Cabernet Sauvignon;6.7;0.33;0.36;6.6;76.7639059260408;852.64;251.0839059260408;174.32;0.042;34.0;116.0;0.99123;2.97;0.31;12.2;8
3876;Chardonnay;6.0;0.33;0.2;1.8;68.63648873643633;954.48;347.1364887364363;278.5;0.031;49.0;159.0;0.9919;3.41;0.53;11.0;6
3877;Cabernet Sauvignon;7.3;0.26;0.32;1.2;72.83121276759998;797.17;281.56121276759995;208.73;0.041;29.0;94.0;0.98978;3.07;0.45;12.0;6
3878;Chardonnay;6.6;0.31;0.38;16.05;9.684719469037194;598.42;303.02471946903717;293.34;0.058;16.0;165.0;0.9997;3.38;0.6;9.2;5
3879;Chardonnay;8.2;0.37;0.36;1.0;9.703566173364187;953.09;436.49356617336423;426.79;0.034;17.0;93.0;0.9906;3.04;0.32;11.7;8
3880;Merlot;8.2;0.61;0.45;5.4;33.732296674886456;1104.34;309.24229667488646;275.51;0.03;15.0;118.0;0.9954;3.14;0.34;9.6;5
3881;Merlot;6.5;0.34;0.46;1.0;96.28983025642836;1345.45;439.4298302564283;343.14;0.023;6.0;80.0;0.98865;3.15;0.54;12.9;6
3882;Pinot noir;6.9;0.4;0.37;8.9;47.32931764966298;984.09;284.41931764966296;237.09;0.053;36.0;148.0;0.996;3.16;0.5;9.3;5
3883;Chardonnay;7.3;0.18;0.65;1.4;75.74796439681573;1323.47;316.35796439681576;240.61;0.046;28.0;157.0;0.9946;3.33;0.62;9.4;6
3884;Pinot noir;7.7;0.22;0.42;1.9;44.79059616603396;721.64;337.39059616603396;292.6;0.052;10.0;87.0;0.9922;3.3;0.49;11.8;6
3885;Pinot noir;6.8;0.27;0.28;7.8;98.87589194149618;800.77;241.16589194149617;142.29;0.038;26.0;89.0;0.9915;3.24;0.34;12.5;6
3886;Pinot noir;6.4;0.31;0.38;2.9;94.1394978966581;1438.82;348.5294978966581;254.39;0.038;19.0;102.0;0.9912;3.17;0.35;11.0;7
3887;Pinot noir;7.5;0.18;0.72;9.6;67.7089349626606;451.87;275.6589349626606;207.95;0.039;53.0;151.0;0.99802;3.03;0.46;8.9;5
3888;Pinot noir;4.7;0.335;0.14;1.3;16.887319047886105;1049.71;262.08731904788607;245.2;0.036;69.0;168.0;0.99212;3.47;0.46;10.5;5
3889;Merlot;7.1;0.37;0.3;6.2;80.04465248754485;1051.38;249.94465248754486;169.9;0.04;49.0;139.0;0.99021;3.17;0.27;13.6;6
3890;Chardonnay;6.8;0.29;0.5;13.3;51.69592945028734;1165.64;181.58592945028732;129.89;0.053;48.0;194.0;0.9974;3.09;0.45;9.4;5
3891;Chardonnay;6.7;0.46;0.27;5.2;56.589610587892444;488.47;273.50961058789244;216.92;0.039;35.0;96.0;0.99129;3.16;0.44;12.4;7
3892;Pinot noir;8.4;0.19;0.42;1.6;1.2644980625242996;877.83;380.4044980625243;379.14;0.047;9.0;101.0;0.994;3.06;0.65;11.1;4
3893;Gamay;7.9;0.18;0.37;3.0;45.47005147417349;988.04;244.6800514741735;199.21;0.061;25.0;178.0;0.995;3.22;0.51;10.0;2
3894;Merlot;8.7;0.3;0.34;4.8;87.40405855301728;547.24;357.22405855301724;269.82;0.018;23.0;127.0;0.99474;3.12;0.49;11.2;7
3895;Pinot noir;7.0;0.24;0.3;4.2;57.6083749735147;1438.52;229.61837497351468;172.01;0.04;41.0;213.0;0.9927;3.28;0.49;11.8;6
3896;Cabernet Sauvignon;7.2;0.31;0.41;8.6;5.405236251135836;1059.09;208.60523625113584;203.2;0.053;15.0;89.0;0.9976;3.29;0.64;9.9;6
3897;Pinot noir;6.5;0.28;0.29;2.7;64.59181991419443;756.27;303.8118199141944;239.22;0.038;26.0;107.0;0.9912;3.32;0.41;11.6;7
3898;Pinot noir;6.6;0.29;0.44;9.0;21.08904666406991;681.8;284.77904666406994;263.69;0.053;62.0;178.0;0.99685;3.02;0.45;8.9;5
3899;Chardonnay;6.8;0.11;0.27;8.6;17.637064714839624;1113.53;314.63706471483965;297.0;0.044;45.0;104.0;0.99454;3.2;0.37;9.9;6
3900;Pinot noir;6.5;0.23;0.36;16.3;77.23757257577279;987.28;268.5475725757728;191.31;0.038;43.0;133.0;0.99924;3.26;0.41;8.8;5
3901;Cabernet Sauvignon;8.2;0.28;0.42;1.8;97.09284105746374;711.94;377.1528410574638;280.06;0.031;30.0;93.0;0.9917;3.09;0.39;11.4;5
3902;Merlot;6.3;0.21;0.28;1.5;94.00273920902367;1106.76;211.9227392090237;117.92;0.051;46.0;142.0;0.9928;3.23;0.42;10.1;6
3903;Merlot;7.0;0.16;0.25;14.3;61.98189791259462;914.26;491.9118979125946;429.93;0.044;27.0;149.0;0.998;2.91;0.46;9.2;6
3904;Chardonnay;5.9;0.24;0.34;2.0;25.892475430372386;1229.28;329.15247543037236;303.26;0.037;40.0;108.0;0.98948;3.19;0.5;12.3;6
3905;Cabernet Sauvignon;7.7;0.38;0.23;10.8;73.98408988231378;921.01;328.7140898823138;254.73;0.03;28.0;95.0;0.99164;2.93;0.41;13.6;6
3906;Pinot noir;5.6;0.19;0.47;4.5;46.18148871871862;680.34;304.90148871871867;258.72;0.03;19.0;112.0;0.9922;3.56;0.45;11.2;6
3907;Cabernet Sauvignon;6.6;0.25;0.3;1.6;41.608647782863116;1374.58;218.9286477828631;177.32;0.046;32.0;134.0;0.993;3.42;0.51;10.1;7
3908;Merlot;8.3;0.22;0.34;1.1;26.252611688371342;697.01;276.03261168837133;249.78;0.043;20.0;116.0;0.9927;3.0;0.47;10.2;6
3909;Cabernet Sauvignon;5.7;0.28;0.3;3.9;2.445648486956231;1420.19;223.80564848695624;221.36;0.026;36.0;105.0;0.98963;3.26;0.58;12.75;6
3910;Merlot;7.1;0.33;0.64;13.2;76.38870306682625;1359.62;203.14870306682627;126.76;0.056;12.0;105.0;0.9972;3.05;0.39;9.2;5
3911;Gamay;7.0;0.24;0.25;1.7;28.317335448134973;1295.3;217.39733544813498;189.08;0.042;48.0;189.0;0.992;3.25;0.42;11.4;2
3912;Chardonnay;6.7;0.13;0.29;5.3;30.182124725762925;842.11;288.152124725763;257.97;0.051;31.0;122.0;0.9944;3.44;0.37;9.7;6
3913;Merlot;5.7;0.15;0.28;3.7;19.353337053471154;1151.18;209.96333705347118;190.61;0.045;57.0;151.0;0.9913;3.22;0.27;11.2;6
3914;Cabernet Sauvignon;6.7;0.14;0.46;1.6;27.306823626312827;465.72;144.47682362631284;117.17;0.036;15.0;92.0;0.99264;3.37;0.49;10.9;5
3915;Chardonnay;7.3;0.205;0.31;1.7;64.48453809916464;986.51;261.23453809916464;196.75;0.06;34.0;110.0;0.9963;3.72;0.69;10.5;6
3916;Pinot noir;6.8;0.29;0.16;1.4;34.20170121619509;367.35;153.4217012161951;119.22;0.038;122.5;234.5;0.9922;3.15;0.47;10.0;4
3917;Chardonnay;7.2;0.25;0.28;14.4;16.588251747624405;964.59;257.2082517476244;240.62;0.055;55.0;205.0;0.9986;3.12;0.38;9.0;7
3918;Chardonnay;6.2;0.33;0.14;4.8;33.73861184027789;858.69;207.86861184027788;174.13;0.052;27.0;128.0;0.99475;3.21;0.48;9.4;5
3919;Chardonnay;6.8;0.28;0.4;22.0;15.279817372685468;1005.07;259.65981737268544;244.38;0.048;48.0;167.0;1.001;2.93;0.5;8.7;5
3920;Cabernet Sauvignon;6.7;0.37;0.25;2.5;28.014595234279437;694.88;338.91459523427943;310.9;0.028;24.0;84.0;0.9909;3.14;0.36;11.7;6
3921;Chardonnay;6.9;0.26;0.49;1.6;93.15376456154057;1241.94;365.43376456154056;272.28;0.058;39.0;166.0;0.9965;3.65;0.52;9.4;4
3922;Merlot;5.6;0.295;0.26;1.1;23.94313322481033;712.15;298.6531332248103;274.71;0.035;40.0;102.0;0.99154;3.47;0.56;10.6;6
3923;Merlot;5.4;0.17;0.27;2.7;19.347094475414075;1213.35;284.82709447541407;265.48;0.049;28.0;104.0;0.99224;3.46;0.55;10.3;6
3924;Pinot noir;6.5;0.24;0.19;1.2;40.45894098884306;978.94;246.86894098884306;206.41;0.041;30.0;111.0;0.99254;2.99;0.46;9.4;6
3925;Cabernet Sauvignon;7.2;0.19;0.27;11.2;60.485282165695374;541.47;299.43528216569536;238.95;0.061;46.0;149.0;0.99772;2.99;0.59;9.3;6
3926;Pinot noir;6.8;0.36;0.24;4.6;90.50241535290343;881.43;400.9524153529034;310.45;0.039;24.0;124.0;0.9909;3.27;0.34;12.6;7
3927;Pinot noir;6.9;0.24;0.49;1.3;12.158234671352176;1349.74;180.37823467135217;168.22;0.032;35.0;148.0;0.9932;3.45;0.57;10.7;7
3928;Cabernet Sauvignon;7.4;0.4;0.29;5.4;81.91342014064614;1177.38;198.33342014064613;116.42;0.044;31.0;122.0;0.994;3.3;0.5;11.1;8
3929;Cabernet Sauvignon;7.2;0.23;0.39;14.2;58.20194880476875;544.48;281.10194880476877;222.9;0.058;49.0;192.0;0.9979;2.98;0.48;9.0;7
3930;Pinot noir;6.8;0.3;0.24;6.6;18.837836268698226;753.38;306.3778362686983;287.54;0.123;35.0;116.0;0.9953;3.07;0.48;9.4;5
3931;Pinot noir;7.0;0.15;0.28;14.7;91.9141847250527;1106.03;295.96418472505275;204.05;0.051;29.0;149.0;0.99792;2.96;0.39;9.0;7
3932;Merlot;7.1;0.31;0.25;11.2;38.05880797298836;852.13;290.04880797298836;251.99;0.048;32.0;136.0;0.99663;3.14;0.4;9.5;5
3933;Chardonnay;7.1;0.4;0.52;1.3;56.30482595465692;998.97;255.6948259546569;199.39;0.148;45.0;149.0;0.99468;3.08;0.56;8.7;5
3934;Merlot;6.0;0.26;0.29;3.1;79.04964919242833;1213.32;181.75964919242833;102.71;0.041;37.0;144.0;0.98944;3.22;0.39;12.8;7
3935;Merlot;7.4;0.37;0.26;9.6;1.3062243341855129;963.8;191.9662243341855;190.66;0.05;33.0;134.0;0.99608;3.13;0.46;10.4;5
3936;Cabernet Sauvignon;7.6;0.28;0.39;1.2;73.25089015748246;1077.03;375.63089015748244;302.38;0.038;21.0;115.0;0.994;3.16;0.67;10.0;6
3937;Chardonnay;7.4;0.27;0.26;11.8;87.93923681787996;801.65;342.42923681788;254.49;0.053;55.0;173.0;0.99699;3.11;0.6;9.8;5
3938;Chardonnay;5.8;0.2;0.16;1.4;43.14951163730938;1167.41;231.2295116373094;188.08;0.042;44.0;99.0;0.98912;3.23;0.37;12.2;6
3939;Pinot noir;7.5;0.23;0.35;17.8;91.17022342637068;854.7;463.9002234263707;372.73;0.058;128.0;212.0;1.00241;3.44;0.43;8.9;5
3940;Cabernet Sauvignon;5.4;0.29;0.38;1.2;16.778487991619784;1195.95;327.67848799161976;310.9;0.029;31.0;132.0;0.98895;3.28;0.36;12.4;6
3941;Cabernet Sauvignon;6.0;0.16;0.36;1.6;44.30220303517968;1079.85;376.94220303517966;332.64;0.042;13.0;61.0;0.99143;3.22;0.54;10.8;6
3942;Cabernet Sauvignon;6.9;0.15;0.29;2.3;88.84444552376972;626.17;173.5244455237697;84.68;0.033;14.0;82.0;0.99132;3.1;0.58;11.2;7
3943;Cabernet Sauvignon;7.6;0.2;0.3;14.2;1.3646727659616498;1000.19;105.19467276596164;103.83;0.056;53.0;212.5;0.999;3.14;0.46;8.9;8
3944;Cabernet Sauvignon;6.7;0.3;0.5;12.1;94.49132619242478;1039.63;352.39132619242474;257.9;0.045;38.0;127.0;0.9974;3.04;0.53;8.9;6
3945;Cabernet Sauvignon;6.0;0.28;0.27;2.3;12.884871960338707;886.03;261.8548719603387;248.97;0.051;23.0;147.0;0.994;3.23;0.67;10.3;6
3946;Merlot;5.7;0.2;0.24;13.8;76.8591387884547;1014.01;383.1491387884547;306.29;0.047;44.0;112.0;0.99837;2.97;0.66;8.8;6
3947;Chardonnay;5.8;0.42;0.3;2.2;6.72798656499104;1092.23;297.28798656499106;290.56;0.035;26.0;129.0;0.989;3.32;0.47;12.9;6
3948;Pinot noir;6.7;0.62;0.24;1.1;50.644434390815476;942.13;335.5644343908155;284.92;0.039;6.0;62.0;0.9934;3.41;0.32;10.4;5
3949;Cabernet Sauvignon;6.5;0.44;0.49;7.7;22.179898554006872;866.93;317.61989855400685;295.44;0.045;16.0;169.0;0.9957;3.11;0.37;8.7;6
3950;Cabernet Sauvignon;6.4;0.43;0.32;1.4;8.175441182021947;396.31;283.2554411820219;275.08;0.048;10.0;67.0;0.992;3.08;0.41;11.4;5
3951;Chardonnay;6.9;0.24;0.35;1.0;36.21085383545057;672.17;150.86085383545057;114.65;0.052;35.0;146.0;0.993;3.45;0.44;10.0;6
3952;Merlot;7.2;0.34;0.34;12.6;40.14160485325138;569.6;144.42160485325138;104.28;0.048;7.0;41.0;0.9942;3.19;0.4;11.7;5
3953;Pinot noir;7.4;0.32;0.27;1.4;81.52054252310907;716.22;212.78054252310906;131.26;0.049;38.0;173.0;0.99335;3.03;0.52;9.3;5
3954;Cabernet Sauvignon;6.4;0.2;0.22;7.4;9.08959963074204;798.84;231.22959963074203;222.14;0.032;53.0;172.0;0.99404;3.24;0.58;11.0;6
3955;Merlot;7.7;0.46;0.18;3.3;27.6716979436604;700.54;207.50169794366042;179.83;0.054;18.0;143.0;0.99392;3.12;0.51;10.8;6
3956;Merlot;6.6;0.085;0.33;1.4;66.72659999446687;1303.54;231.78659999446688;165.06;0.036;17.0;109.0;0.99306;3.27;0.61;9.5;6
3957;Merlot;7.4;0.31;0.26;8.6;56.50576224330693;551.85;338.70576224330694;282.2;0.048;47.0;206.0;0.9964;3.26;0.36;9.1;5
3958;Merlot;6.4;0.32;0.27;4.9;34.14771775506137;1723.64;236.15771775506136;202.01;0.034;18.0;122.0;0.9916;3.36;0.71;12.5;6
3959;Pinot noir;8.0;0.22;0.42;14.6;7.489013671902156;1616.34;303.2290136719022;295.74;0.044;45.0;163.0;1.0003;3.21;0.69;8.6;7
3960;Merlot;6.6;0.33;0.41;2.0;63.87701306362449;754.71;401.9970130636245;338.12;0.027;14.0;79.0;0.99063;3.27;0.63;12.4;6
3961;Cabernet Sauvignon;8.7;0.31;0.73;14.35;32.30798991062832;678.27;343.1479899106283;310.84;0.044;27.0;191.0;1.00013;2.96;0.88;8.7;5
3962;Cabernet Sauvignon;7.1;0.2;0.3;0.9;5.668483117653089;1211.67;198.5184831176531;192.85;0.019;4.0;28.0;0.98931;3.2;0.36;12.0;6
3963;Pinot noir;5.9;0.18;0.28;5.1;17.07204745001848;662.13;107.70204745001848;90.63;0.039;50.0;139.0;0.99165;3.16;0.44;11.3;6
3964;Merlot;6.4;0.22;0.31;13.9;43.12964551333811;688.83;277.5796455133381;234.45;0.04;57.0;135.0;0.99672;3.21;0.38;10.7;5
3965;Pinot noir;6.6;0.42;0.13;12.8;78.5971862830418;734.12;326.5571862830418;247.96;0.044;26.0;158.0;0.99772;3.24;0.47;9.0;5
3966;Cabernet Sauvignon;8.4;0.4;0.7;13.1;59.95004103647019;496.54;269.2400410364702;209.29;0.042;29.0;197.0;0.998;3.06;0.64;9.7;5
3967;Pinot noir;6.6;0.39;0.39;11.9;8.714578549270868;970.84;216.65457854927087;207.94;0.057;51.0;221.0;0.99851;3.26;0.51;8.9;6
3968;Cabernet Sauvignon;6.7;0.38;0.26;9.55;90.24704138219943;1549.5;319.4170413821994;229.17;0.036;35.0;91.0;0.9919;2.98;0.37;12.4;6
3969;Pinot noir;6.7;0.11;0.26;14.8;26.157969065079843;942.09;221.01796906507985;194.86;0.053;44.0;95.0;0.99676;3.2;0.35;9.8;6
3970;Cabernet Sauvignon;6.4;0.27;0.19;1.9;27.48201685243048;878.92;263.40201685243045;235.92;0.085;21.0;196.0;0.99516;3.49;0.64;9.5;4
3971;Chardonnay;6.2;0.36;0.45;10.4;30.957766120336505;1229.79;303.5777661203365;272.62;0.06;22.0;184.0;0.99711;3.31;0.56;9.8;6
3972;Cabernet Sauvignon;6.7;0.2;0.37;1.65;42.42941466010662;777.36;347.0794146601066;304.65;0.025;42.0;103.0;0.99022;3.11;0.45;11.4;5
3973;Pinot noir;6.6;0.33;0.32;15.6;36.1274675854081;1207.36;53.6574675854081;17.53;0.054;62.0;227.0;0.99734;3.25;0.56;10.4;5
3974;Pinot noir;6.6;0.21;0.36;0.8;58.5566908326657;739.26;373.3266908326657;314.77;0.034;48.0;113.0;0.99165;3.24;0.68;10.5;6
3975;Chardonnay;7.1;0.21;0.35;2.5;52.391351832974834;1363.18;195.89135183297483;143.5;0.04;41.0;186.0;0.99128;3.32;0.56;12.5;6
